0	0
0	0
10	10
28	38
45	83
56	139
66	205
72	277
74	351
76	427
75	502
71	573
65	638
56	694
44	738
33	771
21	792
8	800
-2	798
-14	784
-22	762
-30	732
-36	696
-39	657
-41	616
-41	575
-40	535
-37	498
-33	465
-27	438
-21	417
-14	403
-8	395
-1	394
5	399
9	408
14	422
17	439
20	459
20	479
22	501
21	522
20	542
18	560
15	575
11	586
9	595
4	599
1	600
-2	598
-5	593
-8	585
-10	575
-10	565
-12	553
-12	541
-12	529
-11	518
-10	508
-9	499
-8	491
-5	486
-4	482
-2	480
1	481
2	483
4	487
4	491
6	497
6	503
7	510
5	515
6	521
6	527
4	531
4	535
3	538
1	539
1	540
-1	539
-1	538
-2	536
-3	533
-3	530
-4	526
-4	522
-3	519
-3	516
-3	513
-2	511
-2	509
-1	508
-1	507
-1	506
0	506
1	507
1	508
1	509
1	510
1	511
1	512
1	513
2	515
1	516
1	517
1	518
1	519
0	519
1	520
0	520
-1	519
0	519
-1	518
0	518
-1	517
-1	516
-1	515
0	515
-1	514
0	514
0	514
0	514
-1	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
0	513
-1	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
0	512
